"Name","Team","Age","IP","Balls","Strikes","Pitches","FB%","FBv","SL%","SLv","CT%","CTv","CB%","CBv","CH%","CHv","SF%","SFv","KN%","KNv","XX%","playerid"
"Matt Albers","Orioles","25","49.0","331","453","784","76.7 %","91.1","","","","","22.6 %","78.0","0.7 %","81.4","","","","","1.4 %","4300"
"Eric Stults","Dodgers","28","38.2","224","396","620","63.6 %","89.1","","","","","12.4 %","74.8","24.0 %","79.7","","","","","0.3 %","8011"
"Ervin Santana","Angels","25","219.0","1169","2259","3428","61.4 %","94.4","34.7 %","83.7","","","","","3.9 %","85.8","","","","","1.1 %","3200"
"Brian Stokes","Mets","28","33.1","192","338","530","69.3 %","95.0","","","","","20.9 %","79.9","9.9 %","78.9","","","","","2.1 %","8653"
"Ricky Nolasco","Marlins","25","212.1","1050","2193","3243","51.6 %","91.2","15.9 %","83.9","","","26.5 %","75.0","","","6.0 %","82.8","","","1.3 %","3830"
"Scott Elarton","Indians","32","15.1","106","167","273","61.5 %","89.1","9.9 %","82.1","","","16.0 %","76.5","12.6 %","78.9","","","","","4.0 %","426"
"A.J. Murray","Rangers","26","7.2","60","86","146","69.0 %","87.1","8.3 %","86.0","","","9.0 %","73.5","13.8 %","78.8","","","","","0.7 %","3422"
"Dan Giese","Yankees","31","43.1","268","454","722","54.1 %","86.7","45.4 %","76.2","","","","","0.4 %","75.7","","","","","1.7 %","2656"
"Rudy Seanez","Phillies","39","43.1","289","416","705","37.8 %","90.9","39.3 %","82.0","","","","","22.9 %","85.3","","","","","3.1 %","1279"
"Roy Oswalt","Astros","30","208.2","987","2107","3094","66.0 %","92.6","12.1 %","84.0","","","18.0 %","70.0","3.9 %","83.5","","","","","2.3 %","571"
"Rafael Perez","Indians","26","76.1","386","801","1187","50.4 %","89.6","49.5 %","83.7","","","","","0.1 %","82.0","","","","","1.4 %","4078"
"Wandy Rodriguez","Astros","29","137.1","819","1457","2276","63.0 %","88.9","","","","","29.9 %","75.6","7.1 %","83.0","","","","","2.4 %","2586"
"Aquilino Lopez","Tigers","33","78.2","438","836","1274","54.1 %","90.6","33.0 %","79.3","","","","","","","12.9 %","85.3","","","1.9 %","1671"
"Ryan Franklin","Cardinals","35","78.2","475","845","1320","51.8 %","91.6","23.3 %","85.3","3.3 %","89.0","9.5 %","76.7","1.2 %","84.4","10.6 %","85.5","0.4 %","75.8","1.6 %","1076"
"Randy Messenger","Mariners","26","12.2","77","149","226","51.9 %","91.8","21.3 %","84.7","","","21.3 %","75.8","5.6 %","83.3","","","","","3.1 %","2658"
"Joe Smith","Mets","24","63.1","407","624","1031","66.9 %","89.4","31.1 %","80.1","","","","","2.1 %","80.4","","","","","2.1 %","3281"
"James Shields","Rays","26","215.0","1122","2009","3131","44.9 %","90.4","","","19.2 %","87.2","9.6 %","76.8","26.3 %","81.9","","","","","0.9 %","7059"
"Manny Acosta","Braves","27","53.0","354","492","846","60.9 %","93.8","","","","","25.0 %","80.7","14.1 %","85.4","","","","","6.0 %","8725"
"Keiichi Yabu","Giants","39","68.0","451","678","1129","60.2 %","90.2","7.0 %","84.3","11.2 %","86.6","12.4 %","75.7","","","9.3 %","83.5","","","1.5 %","8624"
"Heath Bell","Padres","30","78.0","497","839","1336","71.9 %","93.4","","","","","27.9 %","82.2","0.2 %","83.7","","","","","1.4 %","2080"
"Jesse Litsch","Blue Jays","23","176.0","996","1759","2755","23.9 %","89.9","11.4 %","81.9","43.4 %","85.5","12.0 %","76.6","9.4 %","80.5","","","","","1.8 %","3688"
"Jose Veras","Yankees","27","57.2","417","594","1011","65.5 %","94.9","","","","","31.1 %","78.4","","","3.4 %","87.0","","","2.3 %","2063"
"Buddy Carlyle","Braves","30","62.2","362","648","1010","73.3 %","90.4","","","19.1 %","86.3","2.2 %","75.1","5.4 %","81.4","","","","","2.6 %","2010"
"Jesse Crain","Twins","26","62.2","376","653","1029","61.5 %","94.1","26.3 %","89.2","","","11.9 %","77.0","0.3 %","82.0","","","","","1.5 %","4817"
"Erick Threets","Giants","26","10.0","89","89","178","74.9 %","93.2","6.6 %","78.1","","","","","18.6 %","78.9","","","","","3.9 %","3158"
"Michael Bowden","Red Sox","21","5.0","27","62","89","71.9 %","91.7","","","","","12.4 %","78.5","15.7 %","84.1","","","","","","4440"
"Jorge Julio","- - -","29","30.0","223","311","534","52.3 %","93.5","32.3 %","81.7","","","","","15.5 %","84.2","","","","","1.9 %","148"
"Kevin Cameron","Padres","28","10.0","62","108","170","22.6 %","89.9","14.0 %","77.8","62.8 %","90.0","","","0.6 %","84.0","","","","","3.5 %","3523"
"Josh Johnson","Marlins","24","87.1","512","900","1412","66.9 %","93.5","23.9 %","86.5","","","","","9.2 %","87.9","","","","","1.8 %","4567"
"Michael Wuertz","Cubs","29","44.2","276","455","731","28.9 %","90.9","60.8 %","85.8","","","0.8 %","79.0","9.5 %","83.5","","","","","2.1 %","1856"
"Jeremy Guthrie","Orioles","29","190.2","1121","1942","3063","64.1 %","93.2","18.1 %","84.3","","","6.3 %","73.9","11.4 %","84.9","","","","","1.7 %","2072"
"Erik Bedard","Mariners","29","81.0","514","857","1371","62.5 %","90.9","","","2.4 %","89.7","32.7 %","76.5","2.4 %","79.4","","","","","0.8 %","126"
"Jair Jurrjens","Braves","22","188.1","1146","1935","3081","62.0 %","91.9","11.8 %","80.5","","","","","26.2 %","84.0","","","","","1.2 %","5556"
"Will Ohman","Braves","30","58.2","370","601","971","63.7 %","89.9","33.9 %","81.2","","","","","2.4 %","83.0","","","","","1.9 %","296"
"Scott Linebrink","White Sox","31","46.1","267","477","744","62.1 %","92.0","13.9 %","80.1","","","","","20.0 %","81.8","4.0 %","79.8","","","1.3 %","564"
"J.A. Happ","Phillies","25","31.2","218","328","546","64.3 %","88.9","","","16.3 %","81.5","1.9 %","70.2","17.6 %","79.5","","","","","2.0 %","7410"
"Doug Waechter","Marlins","27","63.1","328","648","976","49.9 %","90.8","49.1 %","84.7","","","","","1.1 %","83.3","","","","","1.8 %","1814"
"Jeff Bennett","Braves","28","97.1","646","958","1604","73.4 %","91.6","20.3 %","84.2","0.6 %","91.0","2.5 %","80.0","3.1 %","84.8","","","","","2.3 %","1903"
"Matt Garza","Rays","24","184.2","1089","1858","2947","72.2 %","93.2","13.0 %","85.3","","","6.9 %","76.0","7.9 %","84.9","","","","","1.2 %","3340"
"Paul Maholm","Pirates","26","206.1","1108","1934","3042","62.4 %","89.6","11.6 %","80.1","","","15.9 %","73.8","10.1 %","83.5","","","","","1.1 %","8678"
"Todd Wellemeyer","Cardinals","29","191.2","1128","1967","3095","64.2 %","92.3","23.6 %","84.7","","","0.1 %","77.3","12.1 %","85.0","","","","","0.8 %","1709"
"Jamie Moyer","Phillies","45","196.1","1217","1950","3167","40.9 %","81.2","","","29.5 %","79.0","5.8 %","67.9","23.8 %","74.4","","","","","1.3 %","1091"
"Mike Pelfrey","Mets","24","200.2","1301","2022","3323","81.2 %","92.7","12.8 %","84.3","","","0.8 %","73.9","5.2 %","83.2","","","","","1.2 %","5203"
"Jeff Ridgway","Braves","27","9.2","50","105","155","66.5 %","91.4","28.4 %","81.4","","","","","5.2 %","82.9","","","","","","2819"
"Armando Galarraga","Tigers","26","178.2","1055","1725","2780","49.2 %","90.2","38.8 %","84.8","","","0.2 %","63.8","11.8 %","84.2","","","","","1.2 %","4222"
"Huston Street","Athletics","24","70.0","434","720","1154","49.9 %","90.0","39.5 %","84.1","","","","","10.6 %","81.3","","","","","2.6 %","8258"
"Hiroki Kuroda","Dodgers","33","183.1","983","1758","2741","59.3 %","92.0","26.3 %","83.7","2.0 %","88.6","0.2 %","78.2","","","12.2 %","87.2","","","2.2 %","3283"
"John Lackey","Angels","29","163.1","835","1591","2426","60.3 %","90.7","13.8 %","82.0","","","24.5 %","78.6","1.4 %","82.9","","","","","1.2 %","1507"
"Octavio Dotel","White Sox","34","67.0","435","744","1179","83.7 %","92.5","11.0 %","81.2","","","5.4 %","76.7","","","","","","","1.3 %","555"
"Matt Cain","Giants","23","217.2","1280","2326","3606","65.4 %","92.4","13.8 %","85.6","","","10.2 %","76.1","10.7 %","86.4","","","","","2.0 %","4732"
"Trevor Hoffman","Padres","40","45.1","189","448","637","63.2 %","86.0","10.2 %","80.7","","","1.1 %","73.0","25.5 %","74.3","","","","","1.6 %","1035"
"Kyle Lohse","Cardinals","29","200.0","1172","2002","3174","60.1 %","90.8","22.6 %","83.8","","","6.7 %","75.1","10.6 %","82.3","","","","","1.3 %","739"
"Mark Buehrle","White Sox","29","218.2","1204","2185","3389","48.1 %","86.5","3.5 %","79.6","23.0 %","83.2","9.6 %","71.0","15.9 %","78.5","","","","","3.1 %","225"
"Alberto Castillo","Orioles","32","26.0","184","281","465","58.9 %","88.6","35.1 %","77.8","","","0.7 %","73.0","5.4 %","81.9","","","","","0.7 %","3316"
"Jensen Lewis","Indians","24","66.0","417","755","1172","72.2 %","88.7","6.7 %","80.4","","","","","21.1 %","80.6","","","","","2.6 %","3384"
"Gavin Floyd","White Sox","25","206.1","1209","2026","3235","54.7 %","90.9","20.6 %","84.9","","","18.6 %","78.8","6.1 %","81.7","","","","","1.6 %","3886"
"Vladimir Nunez","Braves","33","32.2","233","360","593","44.9 %","89.9","34.3 %","81.4","","","","","17.6 %","82.8","3.2 %","83.4","","","4.7 %","532"
"Sean Marshall","Cubs","25","65.1","371","674","1045","38.1 %","87.8","31.8 %","85.3","","","25.1 %","72.2","5.0 %","83.6","","","","","2.5 %","5905"
"Kiko Calero","Athletics","33","4.2","40","45","85","65.9 %","88.6","29.4 %","79.4","","","","","4.7 %","83.3","","","","","","1676"
"J.J. Putz","Mariners","31","46.1","348","512","860","67.3 %","95.0","9.2 %","86.4","","","2.2 %","76.2","","","21.2 %","85.8","","","1.4 %","1795"
"Tim Byrdak","Astros","34","55.1","353","577","930","56.3 %","89.8","35.0 %","82.0","","","0.2 %","75.0","8.5 %","82.7","","","","","2.0 %","1995"
"Edwar Ramirez","Yankees","27","55.1","337","575","912","53.9 %","89.7","10.0 %","82.2","","","","","36.1 %","79.1","","","","","1.6 %","4830"
"John Lannan","Nationals","23","182.0","1148","1798","2946","61.4 %","87.5","15.6 %","80.3","","","12.5 %","74.5","10.5 %","80.9","","","","","1.7 %","7080"
"Francisco Liriano","Twins","24","76.0","493","777","1270","53.6 %","90.9","26.4 %","83.7","","","","","20.0 %","82.0","","","","","2.2 %","3201"
"Carlos Zambrano","Cubs","27","188.2","1176","1842","3018","66.2 %","91.3","13.0 %","82.2","9.6 %","89.5","0.7 %","68.3","","","10.5 %","84.3","","","3.4 %","305"
"Randy Johnson","Diamondbacks","44","184.0","961","1939","2900","51.4 %","90.8","35.2 %","83.9","","","","","","","13.4 %","84.4","","","1.7 %","60"
"Jorge Campillo","Braves","29","158.2","857","1635","2492","37.1 %","85.6","26.6 %","81.1","","","11.1 %","70.3","25.1 %","74.4","","","","","1.1 %","8686"
"LaTroy Hawkins","- - -","35","62.0","345","611","956","63.4 %","93.3","19.7 %","87.4","","","9.4 %","80.2","7.5 %","84.4","","","","","2.0 %","729"
"Nick Masset","- - -","26","62.0","375","552","927","68.9 %","91.9","16.0 %","87.3","","","12.6 %","80.8","2.6 %","86.6","","","","","2.7 %","7267"
"Bartolo Colon","Red Sox","35","39.0","201","382","583","80.0 %","91.9","14.9 %","84.9","","","","","5.1 %","84.0","","","","","2.1 %","375"
"Doug Brocail","Astros","41","68.2","391","706","1097","66.4 %","91.6","4.1 %","86.9","19.5 %","88.4","8.5 %","77.5","1.5 %","84.0","","","","","2.3 %","551"
"Santiago Casilla","Athletics","27","50.1","352","532","884","69.3 %","94.4","26.1 %","87.4","","","","","4.6 %","88.0","","","","","1.4 %","2873"
"Joel Hanrahan","Nationals","26","84.1","576","908","1484","67.4 %","95.2","30.8 %","85.3","","","","","1.9 %","85.2","","","","","3.2 %","2186"
"Jonathan Albaladejo","Yankees","25","13.2","96","137","233","64.6 %","88.9","30.1 %","81.0","","","5.2 %","71.8","","","","","","","1.3 %","3521"
"D.J. Carrasco","White Sox","31","38.2","234","369","603","41.0 %","90.4","17.4 %","80.3","29.4 %","89.3","10.2 %","75.0","2.0 %","82.1","","","","","2.3 %","1666"
"Chris Young","Padres","29","102.1","650","1093","1743","74.8 %","87.2","18.4 %","78.2","","","1.9 %","70.2","5.0 %","78.6","","","","","1.8 %","3196"
"Aaron Cook","Rockies","29","211.1","1078","1994","3072","81.9 %","91.0","12.2 %","84.4","","","4.3 %","81.3","1.6 %","83.6","","","","","1.6 %","1571"
"Saul Rivera","Nationals","30","84.0","559","869","1428","45.3 %","89.4","34.2 %","84.7","18.5 %","88.5","","","2.0 %","84.2","","","","","1.5 %","2027"
"Freddy Dolsi","Tigers","25","47.2","369","459","828","68.2 %","94.8","12.4 %","84.9","","","","","19.4 %","87.9","","","","","2.2 %","5424"
"Robinson Tejeda","- - -","26","45.1","309","477","786","60.6 %","94.2","18.4 %","83.8","","","","","21.0 %","83.8","","","","","1.2 %","2575"
"Gil Meche","Royals","29","210.1","1314","2241","3555","54.5 %","92.3","16.6 %","88.3","","","17.8 %","78.6","11.1 %","83.7","","","","","4.2 %","1089"
"Kevin Slowey","Twins","24","160.1","794","1722","2516","66.3 %","89.9","14.0 %","85.7","","","11.9 %","74.3","7.8 %","82.8","","","","","0.9 %","9918"
"Ubaldo Jimenez","Rockies","24","198.2","1336","2014","3350","69.8 %","94.9","12.1 %","85.5","","","7.2 %","75.2","9.6 %","85.8","1.2 %","88.5","","","1.1 %","3374"
"Scott Richmond","Blue Jays","28","27.0","167","268","435","54.2 %","90.3","31.3 %","84.4","","","6.1 %","76.6","8.4 %","81.8","","","","","1.6 %","4307"
"Damaso Marte","- - -","33","65.0","407","707","1114","61.3 %","92.4","35.3 %","82.5","","","","","3.4 %","83.9","","","","","1.4 %","247"
"Seth McClung","Brewers","27","105.1","732","1089","1821","71.8 %","93.2","6.8 %","84.1","","","19.3 %","76.7","2.1 %","84.6","","","","","1.7 %","1657"
"Lance Cormier","Orioles","27","71.2","484","758","1242","29.1 %","90.1","","","36.7 %","88.9","33.2 %","77.7","1.1 %","84.2","","","","","1.9 %","4346"
"Josh Beckett","Red Sox","28","174.1","918","1770","2688","66.9 %","94.3","","","2.1 %","90.8","23.7 %","77.0","7.4 %","88.7","","","","","0.7 %","510"
"Jeff Karstens","Pirates","25","51.1","299","532","831","55.9 %","88.9","16.5 %","79.9","","","9.5 %","73.3","18.1 %","78.5","","","","","0.7 %","5879"
"John Parrish","Blue Jays","30","42.1","283","423","706","52.0 %","88.3","31.3 %","82.8","","","","","16.7 %","82.0","","","","","0.9 %","160"
"Kyle McClellan","Cardinals","24","75.2","481","764","1245","50.5 %","92.5","","","27.8 %","87.9","20.1 %","76.0","1.6 %","84.3","","","","","1.4 %","4845"
"Jon Lieber","Cubs","38","46.2","221","475","696","54.5 %","87.2","40.6 %","81.7","","","","","4.9 %","82.3","","","","","3.7 %","287"
"Nick Blackburn","Twins","26","193.1","942","1942","2884","50.1 %","91.2","","","27.9 %","87.0","12.8 %","76.4","9.3 %","81.6","","","","","1.6 %","4270"
"Romulo Sanchez","Pirates","24","13.1","93","123","216","56.3 %","92.3","17.2 %","82.6","","","0.9 %","81.0","25.6 %","83.7","","","","","0.5 %","4170"
"Pedro Feliciano","Mets","31","53.1","358","535","893","55.4 %","86.9","38.6 %","77.3","","","","","6.0 %","75.6","","","","","3.6 %","1601"
"Devern Hansack","Red Sox","30","6.2","31","65","96","52.1 %","91.5","34.4 %","83.0","","","","","13.5 %","86.8","","","","","","4939"
"Ryan Speier","Rockies","28","51.0","269","493","762","63.2 %","90.0","29.6 %","82.5","","","","","4.3 %","80.9","3.0 %","82.2","","","2.0 %","3808"
"Billy Sadler","Giants","26","44.1","312","470","782","64.5 %","93.3","","","","","27.2 %","79.1","8.3 %","85.9","","","","","2.7 %","6235"
"Kyle Davies","Royals","24","113.0","771","1197","1968","61.4 %","91.5","12.4 %","86.7","","","11.7 %","77.2","14.5 %","82.9","","","","","1.1 %","3642"
"Keith Foulke","Athletics","35","31.0","203","339","542","61.7 %","86.0","24.7 %","80.3","","","","","13.6 %","76.7","","","","","0.6 %","231"
"A.J. Burnett","Blue Jays","31","221.1","1416","2234","3650","64.7 %","94.3","1.1 %","85.1","","","29.2 %","81.2","5.0 %","86.8","","","","","0.7 %","512"
"Carlos Villanueva","Brewers","24","108.1","668","1123","1791","36.3 %","88.6","24.1 %","82.9","","","14.4 %","74.3","25.3 %","82.2","","","","","1.7 %","4138"
"Chien-Ming Wang","Yankees","28","95.0","534","876","1410","77.0 %","91.8","17.1 %","85.4","","","","","3.5 %","80.5","2.5 %","85.6","","","1.5 %","2074"
"Ted Lilly","Cubs","32","204.2","1093","2147","3240","49.3 %","87.4","23.5 %","82.7","","","11.6 %","70.3","15.5 %","78.3","","","","","1.5 %","833"
"Brandon McCarthy","Rangers","24","22.0","139","237","376","65.7 %","89.0","17.6 %","75.5","","","","","16.8 %","78.0","","","","","","4662"
"Cla Meredith","Padres","25","70.1","395","673","1068","78.8 %","85.1","18.0 %","76.5","","","","","3.2 %","75.7","","","","","2.5 %","7613"
"Guillermo Mota","Brewers","34","57.0","378","632","1010","54.9 %","94.3","24.8 %","85.6","","","","","20.4 %","85.1","","","","","0.7 %","1467"
"Rich Hill","Cubs","28","19.2","159","194","353","60.9 %","88.3","1.4 %","79.4","","","35.4 %","71.8","2.3 %","81.3","","","","","0.6 %","4806"
"Shawn Camp","Blue Jays","32","39.1","213","391","604","54.7 %","89.1","33.1 %","80.7","","","","","12.3 %","83.1","","","","","2.8 %","1855"
"Tim Wakefield","Red Sox","41","181.0","972","1816","2788","13.3 %","72.9","","","","","5.5 %","59.5","","","","","81.2 %","65.1","1.5 %","219"
"T.J. Beam","Pirates","27","45.2","263","443","706","61.4 %","90.8","35.2 %","82.7","","","","","3.4 %","85.7","","","","","2.6 %","6101"
"Dallas Braden","Athletics","24","71.2","425","718","1143","64.5 %","87.7","15.4 %","77.6","","","","","20.1 %","74.4","","","","","2.3 %","8099"
"Jon Rauch","- - -","29","71.2","375","776","1151","60.0 %","92.0","25.4 %","83.8","","","10.6 %","74.8","4.1 %","84.7","","","","","1.0 %","1475"
"Eddie Guardado","- - -","37","56.1","335","618","953","78.2 %","85.8","10.3 %","78.9","","","0.3 %","72.7","11.2 %","78.6","","","","","1.9 %","727"
"Alberto Arias","- - -","24","21.2","150","204","354","71.8 %","91.1","12.6 %","80.6","","","15.2 %","79.8","0.3 %","86.0","","","","","1.4 %","3087"
"Trever Miller","Rays","35","43.1","264","452","716","60.1 %","86.3","28.4 %","75.6","","","","","11.6 %","80.5","","","","","1.0 %","1672"
"Braden Looper","Cardinals","33","199.0","1191","2040","3231","63.8 %","90.2","16.4 %","84.8","","","","","","","19.8 %","81.9","","","4.3 %","526"
"Greg Smith","Athletics","24","190.1","1242","1851","3093","57.0 %","87.6","15.6 %","81.8","","","6.9 %","74.5","20.5 %","79.5","","","","","1.3 %","3455"
"Wil Ledezma","- - -","27","58.1","456","668","1124","67.9 %","92.7","17.9 %","82.0","","","","","14.2 %","81.7","","","","","0.6 %","1669"
"Garrett Mock","Nationals","25","41.0","288","421","709","60.4 %","90.6","8.2 %","81.1","","","20.4 %","76.7","11.0 %","80.6","","","","","3.4 %","7335"
"John Maine","Mets","27","140.0","946","1594","2540","70.5 %","92.1","10.1 %","84.4","","","1.1 %","76.4","18.4 %","84.3","","","","","2.2 %","4773"
"Jason Frasor","Blue Jays","30","47.1","351","529","880","77.0 %","93.9","20.0 %","83.5","","","","","","","3.1 %","86.0","","","3.9 %","1906"
"Dave Bush","Brewers","28","185.0","1002","1739","2741","51.1 %","88.7","3.4 %","81.5","17.3 %","83.6","16.7 %","69.8","11.5 %","81.9","","","","","1.2 %","4635"
"Scott Olsen","Marlins","24","201.2","1080","2027","3107","63.3 %","87.8","16.6 %","79.9","","","","","20.1 %","81.7","","","","","3.3 %","4529"
"Freddy Garcia","Tigers","31","15.0","81","127","208","45.6 %","88.9","13.2 %","79.0","","","5.4 %","71.7","18.6 %","82.1","17.2 %","79.8","","","1.9 %","1077"
"Leo Rosales","Diamondbacks","27","30.0","190","305","495","59.0 %","89.7","17.8 %","83.7","","","","","23.2 %","79.5","","","","","3.4 %","5618"
"Scott Eyre","- - -","36","25.2","173","283","456","59.0 %","90.9","35.0 %","80.8","","","","","6.1 %","80.7","","","","","1.3 %","1300"
"Chris Sampson","Astros","30","117.1","555","1080","1635","59.3 %","88.0","22.5 %","83.4","","","16.1 %","77.4","2.2 %","81.0","","","","","2.0 %","2651"
"Clay Rapada","Tigers","27","21.1","152","201","353","69.4 %","86.5","27.5 %","77.4","","","","","3.2 %","76.4","","","","","2.0 %","4831"
"Greg Maddux","- - -","42","194.0","845","1725","2570","68.5 %","83.7","2.8 %","79.3","5.7 %","82.7","1.2 %","71.1","21.8 %","78.4","","","","","1.6 %","104"
"Oliver Perez","Mets","26","194.0","1325","2041","3366","69.2 %","91.2","26.9 %","78.8","","","1.3 %","66.6","2.6 %","80.1","","","","","2.2 %","1514"
"Aaron Laffey","Indians","23","93.2","586","909","1495","64.6 %","86.5","18.9 %","78.5","","","","","16.5 %","80.8","","","","","1.0 %","6248"
"Logan Kensing","Marlins","25","55.1","384","606","990","68.1 %","93.0","30.0 %","80.6","","","","","2.0 %","85.4","","","","","2.2 %","6166"
"Justin Miller","Marlins","30","46.2","302","453","755","42.3 %","89.3","50.8 %","79.2","","","","","6.9 %","79.8","","","","","2.5 %","1313"
"Clayton Kershaw","Dodgers","20","107.2","729","1130","1859","71.5 %","94.0","","","","","23.0 %","73.4","5.5 %","85.3","","","","","1.6 %","2036"
"Ramon Troncoso","Dodgers","25","38.0","210","356","566","69.0 %","92.8","0.4 %","88.0","","","29.2 %","79.2","1.4 %","84.6","","","","","1.1 %","4685"
"Zach Miner","Tigers","26","118.0","830","1197","2027","62.9 %","90.7","12.2 %","84.5","","","4.8 %","73.8","20.1 %","80.8","","","","","1.6 %","3193"
"Michael Gonzalez","Braves","30","33.2","230","374","604","57.3 %","92.3","42.1 %","81.3","","","","","0.7 %","80.8","","","","","2.0 %","1794"
"Jeremy Bonderman","Tigers","25","71.1","484","693","1177","63.7 %","91.0","29.9 %","83.4","","","","","6.5 %","84.0","","","","","1.5 %","1667"
"Neal Cotts","Cubs","28","35.2","249","407","656","71.0 %","91.1","27.7 %","85.6","","","","","1.3 %","83.9","","","","","2.6 %","1797"
"Randy Wolf","- - -","31","190.1","1165","2007","3172","59.6 %","88.8","13.2 %","80.1","","","18.4 %","67.3","8.9 %","78.4","","","","","1.1 %","976"
"Jesus Colome","Nationals","30","71.0","483","730","1213","71.4 %","94.9","27.2 %","87.4","","","","","1.4 %","88.8","","","","","2.4 %","1198"
"Yusmeiro Petit","Diamondbacks","23","56.1","293","561","854","55.0 %","86.6","22.3 %","80.6","","","12.6 %","74.1","10.2 %","78.2","","","","","1.4 %","4020"
"Doug Davis","Diamondbacks","32","146.0","997","1481","2478","31.2 %","84.6","","","41.7 %","82.7","17.2 %","69.3","9.8 %","78.4","","","","","1.0 %","1244"
"Duaner Sanchez","Mets","28","58.1","361","590","951","46.4 %","89.8","19.0 %","84.8","","","3.7 %","77.2","30.9 %","79.9","","","","","2.6 %","1518"
"Kevin Jepsen","Angels","23","8.1","64","84","148","70.8 %","94.3","","","","","29.3 %","81.4","","","","","","","0.7 %","6475"
"Jered Weaver","Angels","25","176.2","1081","1960","3041","60.3 %","89.9","15.9 %","79.3","","","6.6 %","72.4","17.3 %","80.7","","","","","1.2 %","4235"
"Tony Pena","Diamondbacks","26","72.2","402","766","1168","63.0 %","95.1","27.6 %","87.4","","","","","9.4 %","86.8","","","","","1.8 %","4573"
"Horacio Ramirez","- - -","28","37.1","206","400","606","60.6 %","90.1","17.3 %","81.3","14.2 %","86.5","1.7 %","78.0","6.2 %","83.6","","","","","1.5 %","110"
"Dana Eveland","Athletics","24","168.0","1096","1588","2684","57.1 %","90.1","23.3 %","82.5","","","8.8 %","78.6","10.8 %","83.0","","","","","1.9 %","5508"
"Odalis Perez","Nationals","31","159.2","992","1711","2703","46.3 %","88.6","","","23.5 %","84.6","8.7 %","77.1","21.5 %","82.4","","","","","2.3 %","668"
"Tyler Clippard","Nationals","23","10.1","82","107","189","64.8 %","88.6","","","","","12.3 %","74.6","22.9 %","78.9","","","","","5.3 %","5640"
"Chad Paronto","Astros","32","10.1","61","94","155","69.7 %","92.0","25.0 %","84.8","","","","","5.3 %","82.9","","","","","1.9 %","399"
"Dustin McGowan","Blue Jays","26","111.1","682","1120","1802","61.0 %","94.8","18.0 %","87.9","","","10.3 %","81.6","10.7 %","86.9","","","","","1.1 %","8600"
"Al Reyes","Rays","38","22.2","142","258","400","61.1 %","86.9","13.6 %","76.8","","","","","25.3 %","78.6","","","","","","1005"
"Andy Sonnanstine","Rays","25","193.1","962","1960","2922","32.7 %","87.0","21.8 %","77.1","30.3 %","86.8","11.0 %","71.6","4.2 %","79.9","","","","","1.2 %","7667"
"John Bale","Royals","34","26.2","128","236","364","61.5 %","87.7","","","","","20.7 %","72.2","17.9 %","80.5","","","","","1.4 %","864"
"Todd Coffey","- - -","27","26.2","175","262","437","69.8 %","92.4","28.8 %","82.0","","","","","","","1.4 %","84.0","","","0.7 %","2467"
"Manny Parra","Brewers","25","166.0","1102","1705","2807","56.3 %","92.4","2.6 %","83.3","","","17.0 %","76.5","13.0 %","84.5","11.2 %","84.7","","","1.1 %","4279"
"Tim Dillard","Brewers","24","14.1","100","141","241","80.5 %","92.8","14.8 %","87.7","","","","","4.7 %","85.3","","","","","2.1 %","5518"
"Chad Gaudin","- - -","25","90.0","544","894","1438","64.2 %","90.3","27.6 %","80.5","","","","","8.2 %","84.8","","","","","1.5 %","1783"
